Ukazatel;Území;Typ indexu;Klasifikace produkce;Kumulace měsíců;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – únor 2024;206.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – březen 2024;207.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – duben 2024;207.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – květen 2024;208.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – červen 2024;208.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – červenec 2024;208.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – srpen 2024;208.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – září 2024;208.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – říjen 2024;208.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – listopad 2024;208.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – prosinec 2024;208.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden 2025;202.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – únor 2025;202.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – březen 2025;201.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);TĚŽBA A DOBÝVÁNÍ;leden – duben 2025;201.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2015;100.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2015;100.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2015;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2015;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2015;100.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2015;100.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2015;100.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2016;96.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2016;96.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2016;96.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2016;96.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2016;96.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2016;96.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2016;96.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2016;96.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2016;96.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2016;96.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2016;96.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2016;96.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2017;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2017;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2017;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2017;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2017;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2017;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2017;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2017;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2017;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2017;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2017;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2017;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2018;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2018;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2018;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2018;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2018;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2018;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2018;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2018;100.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2018;100.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2018;100.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2018;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2018;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2019;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2019;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2019;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2019;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2019;102.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2019;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2019;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2019;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2019;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2019;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2019;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2019;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2020;102.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2020;102.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2020;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2020;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2020;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2020;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2020;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2020;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2020;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2020;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2020;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2020;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2021;102.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2021;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2021;103.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2021;104.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2021;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2021;105.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2021;106.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2021;106.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2021;107.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2021;108.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2021;109.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2022;118.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2022;119.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2022;121.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2022;123.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2022;125.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2022;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2022;128.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2022;129.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2022;129.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2022;130.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2022;130.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2022;130.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2023;134.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2023;134.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – březen 2023;134.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – duben 2023;133.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – květen 2023;133.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červen 2023;133.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – červenec 2023;132.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – srpen 2023;132.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – září 2023;132.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – říjen 2023;132.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – listopad 2023;132.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – prosinec 2023;132.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden 2024;130.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);VÝROBKY A SLUŽBY ZPRACOVATELSKÉHO PRŮMYSLU;leden – únor 2024;131.4
