Území,Typ ceny,Očištění,Země,Měsíce,Ukazatel,value
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2016,Bilance (v mil. Kč),20044.633478
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2016,Obrat zboží (v mil. Kč),570645.878416
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2016,Vývoz (meziroční index),100.8112468365
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2016,Dovoz (meziroční index),98.8099207864
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2016,Obrat zboží (meziroční index),99.8357099033
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2016,"Vývoz (v mil. Kč, FOB)",279617.087033
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2016,"Dovoz (v mil. Kč, CIF)",262739.876103
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2016,Bilance (v mil. Kč),16877.21093
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2016,Obrat zboží (v mil. Kč),542356.963136
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2016,Vývoz (meziroční index),107.7281223762
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2016,Dovoz (meziroční index),104.3094861622
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2016,Obrat zboží (meziroční index),106.0444491958
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2016,"Vývoz (v mil. Kč, FOB)",284183.866754
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2016,"Dovoz (v mil. Kč, CIF)",260320.92655
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2016,Bilance (v mil. Kč),23862.940204
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2016,Obrat zboží (v mil. Kč),544504.793304
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2016,Vývoz (meziroční index),103.1233546336
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2016,Dovoz (meziroční index),99.3522029277
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2016,Obrat zboží (meziroční index),101.2853337561
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2016,"Vývoz (v mil. Kč, FOB)",291622.496963
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2016,"Dovoz (v mil. Kč, CIF)",270695.737674
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2016,Bilance (v mil. Kč),20926.759289
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2016,Obrat zboží (v mil. Kč),562318.234637
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2016,Vývoz (meziroční index),98.1325814952
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2016,Dovoz (meziroční index),96.2735497743
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2016,Obrat zboží (meziroční index),97.2287782546
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2016,"Vývoz (v mil. Kč, FOB)",279095.181381
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2016,"Dovoz (v mil. Kč, CIF)",259198.934865
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2016,Bilance (v mil. Kč),19896.246516
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2016,Obrat zboží (v mil. Kč),538294.116246
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2016,Vývoz (meziroční index),105.6908744074
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2016,Dovoz (meziroční index),104.900897995
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2016,Obrat zboží (meziroční index),105.3090057535
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2016,"Vývoz (v mil. Kč, FOB)",256083.667324
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2016,"Dovoz (v mil. Kč, CIF)",235193.629103
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2016,Bilance (v mil. Kč),20890.038221
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2016,Obrat zboží (v mil. Kč),491277.296427
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2016,Vývoz (meziroční index),100.8951539179
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2016,Dovoz (meziroční index),100.6516361762
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2016,Obrat zboží (meziroční index),100.7784256081
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2015,"Vývoz (v mil. Kč, FOB)",244682.538311
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2015,"Dovoz (v mil. Kč, CIF)",245838.610951
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2015,Bilance (v mil. Kč),-1156.07264
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2015,Obrat zboží (v mil. Kč),490521.149262
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2015,Vývoz (meziroční index),103.282736612834
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2015,Dovoz (meziroční index),101.373562934006
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2015,Obrat zboží (meziroční index),102.316995331801
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2015,"Vývoz (v mil. Kč, FOB)",290327.025983
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2015,"Dovoz (v mil. Kč, CIF)",280682.585392
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2015,Bilance (v mil. Kč),9644.440591
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2015,Obrat zboží (v mil. Kč),571009.611375
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2015,Vývoz (meziroční index),105.618390369721
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2015,Dovoz (meziroční index),106.064602432038
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2015,Obrat zboží (meziroční index),105.837258140151
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2015,"Vývoz (v mil. Kč, FOB)",296601.490735
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2015,"Dovoz (v mil. Kč, CIF)",281425.42188
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2015,Bilance (v mil. Kč),15176.068855
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2015,Obrat zboží (v mil. Kč),578026.912615
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2015,Vývoz (meziroční index),102.158900297245
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2015,Dovoz (meziroční index),101.173057426967
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2015,Obrat zboží (meziroční index),101.676531895619
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2015,"Vývoz (v mil. Kč, FOB)",289141.817986
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2015,"Dovoz (v mil. Kč, CIF)",273166.041935
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2015,Bilance (v mil. Kč),15975.776051
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2015,Obrat zboží (v mil. Kč),562307.859921
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2015,Vývoz (meziroční index),99.9298415386476
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2015,Dovoz (meziroční index),101.075634853973
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2015,Obrat zboží (meziroční index),100.483198833461
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2015,"Vývoz (v mil. Kč, FOB)",226536.426616
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2015,"Dovoz (v mil. Kč, CIF)",228262.362318
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2015,Bilance (v mil. Kč),-1725.935702
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2015,Obrat zboží (v mil. Kč),454798.788934
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2015,Vývoz (meziroční index),102.132954622303
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2015,Dovoz (meziroční index),103.444181599007
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2015,Obrat zboží (meziroční index),102.786874501375
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2015,"Vývoz (v mil. Kč, FOB)",272527.577676
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2015,"Dovoz (v mil. Kč, CIF)",268166.028555
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2015,Bilance (v mil. Kč),4361.549121
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2015,Obrat zboží (v mil. Kč),540693.606231
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2015,Vývoz (meziroční index),101.199414774711
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2015,Dovoz (meziroční index),103.666678263962
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2015,Obrat zboží (meziroční index),102.408239721656
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2015,"Vývoz (v mil. Kč, FOB)",292968.55779
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2015,"Dovoz (v mil. Kč, CIF)",278616.37807
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2015,Bilance (v mil. Kč),14352.17972
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2015,Obrat zboží (v mil. Kč),571584.93586
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2015,Vývoz (meziroční index),109.593227693735
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2015,Dovoz (meziroční index),111.297261669363
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2015,Obrat zboží (meziroční index),110.417282419508
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2015,"Vývoz (v mil. Kč, FOB)",259558.118034
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2015,"Dovoz (v mil. Kč, CIF)",251884.929904
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2015,Bilance (v mil. Kč),7673.18813
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2015,Obrat zboží (v mil. Kč),511443.047938
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2015,Vývoz (meziroční index),100.555546946429
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2015,Dovoz (meziroční index),102.261332034184
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2015,Obrat zboží (meziroční index),101.388473135503
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2015,"Vývoz (v mil. Kč, FOB)",275576.631272
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2015,"Dovoz (v mil. Kč, CIF)",262018.273253
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2015,Bilance (v mil. Kč),13558.358019
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2015,Obrat zboží (v mil. Kč),537594.904525
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2015,Vývoz (meziroční index),103.782580696185
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2015,Dovoz (meziroční index),104.79713947461
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2015,Obrat zboží (meziroční index),104.274600092715
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2015,"Vývoz (v mil. Kč, FOB)",297171.940776
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2015,"Dovoz (v mil. Kč, CIF)",281173.529291
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2015,Bilance (v mil. Kč),15998.411485
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2015,Obrat zboží (v mil. Kč),578345.470067
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2015,Vývoz (meziroční index),108.753028317975
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2015,Dovoz (meziroční index),112.994345741624
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2015,Obrat zboží (meziroční index),110.77451718372
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2015,"Vývoz (v mil. Kč, FOB)",264067.435288
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2015,"Dovoz (v mil. Kč, CIF)",247089.338432
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2015,Bilance (v mil. Kč),16978.096856
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2015,Obrat zboží (v mil. Kč),511156.77372
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2015,Vývoz (meziroční index),105.042344395782
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2015,Dovoz (meziroční index),104.216506672515
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2015,Obrat zboží (meziroční index),104.641512601257
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2015,"Vývoz (v mil. Kč, FOB)",253811.662285
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2015,"Dovoz (v mil. Kč, CIF)",233670.944694
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2015,Bilance (v mil. Kč),20140.717591
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2015,Obrat zboží (v mil. Kč),487482.606979
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2015,Vývoz (meziroční index),101.119512991928
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2015,Dovoz (meziroční index),99.1484143619684
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2015,Obrat zboží (meziroční index),100.164995479576
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2014,"Vývoz (v mil. Kč, FOB)",236906.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2014,"Dovoz (v mil. Kč, CIF)",242508.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2014,Bilance (v mil. Kč),-5602.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2014,Obrat zboží (v mil. Kč),479414.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2014,Vývoz (meziroční index),110.488956048056
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2014,Dovoz (meziroční index),107.941566592186
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2014,Obrat zboží (meziroční index),109.185527987938
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2014,"Vývoz (v mil. Kč, FOB)",274883.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2014,"Dovoz (v mil. Kč, CIF)",264634.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2014,Bilance (v mil. Kč),10249.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2014,Obrat zboží (v mil. Kč),539517.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2014,Vývoz (meziroční index),104.304882028398
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2014,Dovoz (meziroční index),104.948940136027
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2014,Obrat zboží (meziroční index),104.61980286721
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2014,"Vývoz (v mil. Kč, FOB)",290333.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2014,"Dovoz (v mil. Kč, CIF)",278162.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2014,Bilance (v mil. Kč),12171.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2014,Obrat zboží (v mil. Kč),568495.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2014,Vývoz (meziroční index),111.17012111303
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2014,Dovoz (meziroční index),110.123044276937
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2014,Obrat zboží (meziroční index),110.655314908137
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2014,"Vývoz (v mil. Kč, FOB)",289345.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2014,"Dovoz (v mil. Kč, CIF)",270259.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2014,Bilance (v mil. Kč),19086.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2014,Obrat zboží (v mil. Kč),559604.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2014,Vývoz (meziroční index),116.128190720822
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2014,Dovoz (meziroční index),113.508893508894
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2014,Obrat zboží (meziroční index),114.848282726704
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2014,"Vývoz (v mil. Kč, FOB)",221805.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2014,"Dovoz (v mil. Kč, CIF)",220662.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2014,Bilance (v mil. Kč),1143.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2014,Obrat zboží (v mil. Kč),442467.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2014,Vývoz (meziroční index),102.501952484161
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2014,Dovoz (meziroční index),102.507142359417
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2014,Obrat zboží (meziroční index),102.504540652742
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2014,"Vývoz (v mil. Kč, FOB)",269298.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2014,"Dovoz (v mil. Kč, CIF)",258681.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2014,Bilance (v mil. Kč),10616.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2014,Obrat zboží (v mil. Kč),527979.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2014,Vývoz (meziroční index),120.336748783441
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2014,Dovoz (meziroční index),118.182856516296
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2014,Obrat zboží (meziroční index),119.271735766453
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2014,"Vývoz (v mil. Kč, FOB)",267324.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2014,"Dovoz (v mil. Kč, CIF)",250335.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2014,Bilance (v mil. Kč),16989.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2014,Obrat zboží (v mil. Kč),517659.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2014,Vývoz (meziroční index),116.430820691728
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2014,Dovoz (meziroční index),116.597034946274
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2014,Obrat zboží (meziroční index),116.511141120864
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2014,"Vývoz (v mil. Kč, FOB)",258124.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2014,"Dovoz (v mil. Kč, CIF)",246315.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2014,Bilance (v mil. Kč),11809.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2014,Obrat zboží (v mil. Kč),504439.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2014,Vývoz (meziroční index),111.545940900409
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2014,Dovoz (meziroční index),112.972985368986
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2014,Obrat zboží (meziroční index),112.238227467315
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2014,"Vývoz (v mil. Kč, FOB)",265533.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2014,"Dovoz (v mil. Kč, CIF)",250024.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2014,Bilance (v mil. Kč),15509.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2014,Obrat zboží (v mil. Kč),515557.0
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2014,Vývoz (meziroční index),112.734196884592
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2014,Dovoz (meziroční index),113.780706464854
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2014,Obrat zboží (meziroční index),113.239296170936
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2014,"Vývoz (v mil. Kč, FOB)",273254.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2014,"Dovoz (v mil. Kč, CIF)",248839.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2014,Bilance (v mil. Kč),24415.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2014,Obrat zboží (v mil. Kč),522093.0
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2014,Vývoz (meziroční index),117.146678784865
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2014,Dovoz (meziroční index),114.126436676176
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2014,Obrat zboží (meziroční index),115.687486704956
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2014,"Vývoz (v mil. Kč, FOB)",251391.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2014,"Dovoz (v mil. Kč, CIF)",237092.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2014,Bilance (v mil. Kč),14299.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2014,Obrat zboží (v mil. Kč),488483.0
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2014,Vývoz (meziroční index),116.576317558951
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2014,Dovoz (meziroční index),119.168656228795
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2014,Obrat zboží (meziroční index),117.820308731307
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2014,"Vývoz (v mil. Kč, FOB)",251002.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2014,"Dovoz (v mil. Kč, CIF)",235678.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2014,Bilance (v mil. Kč),15325.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2014,Obrat zboží (v mil. Kč),486680.0
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2014,Vývoz (meziroční index),118.213158762304
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2014,Dovoz (meziroční index),112.986240951148
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2014,Obrat zboží (meziroční index),115.622921220184
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2013,"Vývoz (v mil. Kč, FOB)",214416.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2013,"Dovoz (v mil. Kč, CIF)",224666.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2013,Bilance (v mil. Kč),-10250.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2013,Obrat zboží (v mil. Kč),439082.0
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2013,Vývoz (meziroční index),115.478575583274
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2013,Dovoz (meziroční index),116.911852711444
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2013,Obrat zboží (meziroční index),116.20752534783
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2013,"Vývoz (v mil. Kč, FOB)",263538.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2013,"Dovoz (v mil. Kč, CIF)",252155.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2013,Bilance (v mil. Kč),11383.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2013,Obrat zboží (v mil. Kč),515693.0
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2013,Vývoz (meziroční index),108.429987368802
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2013,Dovoz (meziroční index),107.314156335517
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2013,Obrat zboží (meziroční index),107.881502370204
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2013,"Vývoz (v mil. Kč, FOB)",261161.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2013,"Dovoz (v mil. Kč, CIF)",252592.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2013,Bilance (v mil. Kč),8569.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2013,Obrat zboží (v mil. Kč),513753.0
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2013,Vývoz (meziroční index),105.148284442011
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2013,Dovoz (meziroční index),101.653225157354
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2013,Obrat zboží (meziroční index),103.400367911959
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2013,"Vývoz (v mil. Kč, FOB)",249160.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2013,"Dovoz (v mil. Kč, CIF)",238095.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2013,Bilance (v mil. Kč),11065.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2013,Obrat zboží (v mil. Kč),487255.0
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2013,Vývoz (meziroční index),109.226567534511
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2013,Dovoz (meziroční index),109.059803221019
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2013,Obrat zboží (meziroční index),109.145015220785
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2013,"Vývoz (v mil. Kč, FOB)",216391.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2013,"Dovoz (v mil. Kč, CIF)",215265.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2013,Bilance (v mil. Kč),1127.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2013,Obrat zboží (v mil. Kč),431656.0
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2013,Vývoz (meziroční index),102.350759858292
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2013,Dovoz (meziroční index),101.891427516578
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2013,Obrat zboží (meziroční index),102.121176275758
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2013,"Vývoz (v mil. Kč, FOB)",223787.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2013,"Dovoz (v mil. Kč, CIF)",218882.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2013,Bilance (v mil. Kč),4905.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2013,Obrat zboží (v mil. Kč),442669.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2013,Vývoz (meziroční index),103.114344692851
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2013,Dovoz (meziroční index),102.162914006198
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2013,Obrat zboží (meziroční index),102.641695805007
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2013,"Vývoz (v mil. Kč, FOB)",229599.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2013,"Dovoz (v mil. Kč, CIF)",214701.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2013,Bilance (v mil. Kč),14898.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2013,Obrat zboží (v mil. Kč),444300.0
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2013,Vývoz (meziroční index),97.8182515337423
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2013,Dovoz (meziroční index),96.0845826806892
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2013,Obrat zboží (meziroční index),96.9727393762141
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2013,"Vývoz (v mil. Kč, FOB)",231406.0
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2013,"Dovoz (v mil. Kč, CIF)",218030.0
