Ukazatel;Roky;ORP;Druh zařízení sociálních služeb;value
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Sušice (Plzeňský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Sociálně terapeutické dílny;2.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Chráněné bydlení;2.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Světlá nad Sázavou (Kraj Vysočina);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Nízkoprahová zařízení pro děti a mládež;2.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Zařízení pro krizovou pomoc;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Azylové domy;3.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Svitavy (Pardubický kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Domovy pro seniory;3.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Domovy se zvláštním režimem;3.0
Počet zařízení sociálních služeb;2023;Šlapanice (Jihomoravský kraj);Stacionáře týdenní;1.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Domovy pro seniory;2.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Šternberk (Olomoucký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Sociální poradny;5.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Nízkoprahová zařízení pro děti a mládež;2.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Zařízení pro krizovou pomoc;1.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Centra sociálně rehabilitačních služeb;2.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Domovy pro seniory;3.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Azylové domy;2.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Chráněné bydlení;2.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Domovy se zvláštním režimem;4.0
Počet zařízení sociálních služeb;2023;Šumperk (Olomoucký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Sociální poradny;7.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Služby rané péče;2.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Služby následné péče;2.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Stacionáře denní;4.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Domovy pro seniory;3.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Azylové domy;1.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Tábor (Jihočeský kraj);Stacionáře týdenní;1.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Domovy pro seniory;4.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Tachov (Plzeňský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Tanvald (Liberecký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Telč (Kraj Vysočina);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Sociální poradny;6.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Nízkoprahová zařízení pro děti a mládež;4.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Sociálně terapeutické dílny;3.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Centra sociálně rehabilitačních služeb;4.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Stacionáře denní;3.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Domovy pro osoby se zdravotním postižením;3.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Domovy pro seniory;4.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Azylové domy;4.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Domy na půl cesty;1.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Chráněné bydlení;3.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Domovy se zvláštním režimem;4.0
Počet zařízení sociálních služeb;2023;Teplice (Ústecký kraj);Stacionáře týdenní;2.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Domovy pro seniory;2.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Chráněné bydlení;2.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Tišnov (Jihomoravský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Trhové Sviny (Jihočeský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Sociální poradny;2.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Centra denních služeb;1.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Centra sociálně rehabilitačních služeb;2.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Domovy pro seniory;5.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Azylové domy;1.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Chráněné bydlení;2.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Trutnov (Královéhradecký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Sociální poradny;2.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Služby rané péče;1.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Nízkoprahová zařízení pro děti a mládež;2.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Terapeutické komunity;0.0
