Ukazatel,Území,Typ indexu,Klasifikace produkce,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Usně a související výrobky, vč. subdodavatelských prací",3. čtvrtletí 2023,120.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Usně a související výrobky, vč. subdodavatelských prací",4. čtvrtletí 2023,120.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Usně a související výrobky, vč. subdodavatelských prací",1. čtvrtletí 2024,123.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Usně a související výrobky, vč. subdodavatelských prací",2. čtvrtletí 2024,123.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Usně a související výrobky, vč. subdodavatelských prací",3. čtvrtletí 2024,123.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Usně a související výrobky, vč. subdodavatelských prací",4. čtvrtletí 2024,123.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Usně a související výrobky, vč. subdodavatelských prací",1. čtvrtletí 2025,124.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Usně a související výrobky, vč. subdodavatelských prací",2. čtvrtletí 2025,125.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2015,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2015,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2015,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2015,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2016,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2016,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2016,99.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2016,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2017,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2017,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2017,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2017,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2018,101.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2018,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2018,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2018,104.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2019,104.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2019,104.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2019,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2019,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2020,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2020,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2020,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2020,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2021,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2021,113.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2021,145.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2021,145.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2022,144.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2022,161.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2022,163.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2022,167.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2023,155.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2023,140.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2023,131.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2023,128.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2024,129.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2024,129.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2024,129.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2024,130.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2025,131.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2025,135.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",1. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",2. čtvrtletí 2015,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",3. čtvrtletí 2015,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",4. čtvrtletí 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",1. čtvrtletí 2016,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",2. čtvrtletí 2016,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",3. čtvrtletí 2016,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",4. čtvrtletí 2016,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",1. čtvrtletí 2017,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",2. čtvrtletí 2017,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",3. čtvrtletí 2017,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",4. čtvrtletí 2017,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",1. čtvrtletí 2018,102.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",2. čtvrtletí 2018,103.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",3. čtvrtletí 2018,106.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",4. čtvrtletí 2018,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",1. čtvrtletí 2019,105.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",2. čtvrtletí 2019,105.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",3. čtvrtletí 2019,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",4. čtvrtletí 2019,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",1. čtvrtletí 2020,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",2. čtvrtletí 2020,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",3. čtvrtletí 2020,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",4. čtvrtletí 2020,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",1. čtvrtletí 2021,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",2. čtvrtletí 2021,105.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",3. čtvrtletí 2021,111.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",4. čtvrtletí 2021,117.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",1. čtvrtletí 2022,124.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Papír a výrobky z papíru, vč. subdodavatelských prací",2. čtvrtletí 2022,132.4
