Kategorie;Ukazatel;Čtvrtletí;ČR, kraje;value
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Ústecký kraj;16
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Liberecký kraj;65
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Královéhradecký kraj;158
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Pardubický kraj;120
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Kraj Vysočina;147
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Jihomoravský kraj;436
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Olomoucký kraj;64
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Zlínský kraj;109
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2011;Moravskoslezský kraj;245
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Hlavní město Praha;1271
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Středočeský kraj;164
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Jihočeský kraj;25
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Plzeňský kraj;73
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Karlovarský kraj;33
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Ústecký kraj;25
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Liberecký kraj;66
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Královéhradecký kraj;79
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Pardubický kraj;89
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Kraj Vysočina;130
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Jihomoravský kraj;507
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Olomoucký kraj;87
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Zlínský kraj;78
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2010;Moravskoslezský kraj;195
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Hlavní město Praha;686
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Středočeský kraj;158
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Jihočeský kraj;108
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Plzeňský kraj;46
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Karlovarský kraj;13
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Ústecký kraj;19
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Liberecký kraj;79
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Královéhradecký kraj;31
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Pardubický kraj;57
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Kraj Vysočina;104
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Jihomoravský kraj;295
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Olomoucký kraj;43
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Zlínský kraj;67
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2010;Moravskoslezský kraj;125
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Hlavní město Praha;1291
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Středočeský kraj;231
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Jihočeský kraj;119
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Plzeňský kraj;121
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Karlovarský kraj;31
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Ústecký kraj;24
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Liberecký kraj;44
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Královéhradecký kraj;88
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Pardubický kraj;65
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Kraj Vysočina;161
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Jihomoravský kraj;514
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Olomoucký kraj;69
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Zlínský kraj;119
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2010;Moravskoslezský kraj;190
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Hlavní město Praha;986
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Středočeský kraj;220
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Jihočeský kraj;71
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Plzeňský kraj;94
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Karlovarský kraj;48
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Ústecký kraj;17
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Liberecký kraj;44
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Královéhradecký kraj;101
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Pardubický kraj;53
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Kraj Vysočina;110
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Jihomoravský kraj;376
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Olomoucký kraj;27
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Zlínský kraj;79
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2010;Moravskoslezský kraj;200
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Hlavní město Praha;1149
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Středočeský kraj;196
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Jihočeský kraj;45
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Plzeňský kraj;98
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Karlovarský kraj;12
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Ústecký kraj;11
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Liberecký kraj;83
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Královéhradecký kraj;86
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Pardubický kraj;97
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Kraj Vysočina;141
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Jihomoravský kraj;511
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Olomoucký kraj;50
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Zlínský kraj;83
Hromadná ubytovací zařízení;Počet kongresů (konferencí);4. čtvrtletí 2009;Moravskoslezský kraj;200
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Hlavní město Praha;624
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Středočeský kraj;152
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Jihočeský kraj;25
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Plzeňský kraj;74
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Karlovarský kraj;3
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Ústecký kraj;6
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Liberecký kraj;24
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Královéhradecký kraj;39
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Pardubický kraj;55
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Kraj Vysočina;96
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Jihomoravský kraj;272
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Olomoucký kraj;37
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Zlínský kraj;48
Hromadná ubytovací zařízení;Počet kongresů (konferencí);3. čtvrtletí 2009;Moravskoslezský kraj;128
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Hlavní město Praha;943
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Středočeský kraj;232
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Jihočeský kraj;77
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Plzeňský kraj;144
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Karlovarský kraj;20
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Ústecký kraj;18
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Liberecký kraj;42
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Královéhradecký kraj;124
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Pardubický kraj;90
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Kraj Vysočina;213
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Jihomoravský kraj;461
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Olomoucký kraj;78
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Zlínský kraj;84
Hromadná ubytovací zařízení;Počet kongresů (konferencí);2. čtvrtletí 2009;Moravskoslezský kraj;246
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Hlavní město Praha;829
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Středočeský kraj;167
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Jihočeský kraj;49
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Plzeňský kraj;111
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Karlovarský kraj;36
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Ústecký kraj;14
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Liberecký kraj;45
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Královéhradecký kraj;79
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Pardubický kraj;72
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Kraj Vysočina;165
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Jihomoravský kraj;364
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Olomoucký kraj;62
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Zlínský kraj;103
Hromadná ubytovací zařízení;Počet kongresů (konferencí);1. čtvrtletí 2009;Moravskoslezský kraj;198
