Území,Měsíce,Typ ceny,Očištění,Země,Ukazatel,value
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kiribati,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kiribati,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kiribati,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kiribati,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kiribati,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kiribati,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kiribati,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kokosové (Keelingovy) ostrovy,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kolumbie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kolumbie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kolumbie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kolumbie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kolumbie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kolumbie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kolumbie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Komory,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Komory,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Komory,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Komory,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Komory,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Komory,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Komory,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kongo,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kongo,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kongo,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kongo,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kongo,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kongo,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kongo,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská lidově demokratická republika,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská republika,"Vývoz (v mil. Kč, FOB)",1423.103138
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská republika,"Dovoz (v mil. Kč, CIF)",7201.500636
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská republika,Bilance (v mil. Kč),-5778.397498
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská republika,Obrat zboží (v mil. Kč),8624.603774
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská republika,Vývoz (meziroční index),132.0980422843
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská republika,Dovoz (meziroční index),124.6462156984
Česko,prosinec 2024,Běžné ceny,Bez očištění,Korejská republika,Obrat zboží (meziroční index),125.8173429636
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kosovo,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kosovo,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kosovo,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kosovo,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kosovo,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kosovo,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kosovo,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kostarika,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kostarika,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kostarika,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kostarika,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kostarika,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kostarika,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kostarika,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuba,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuba,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuba,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuba,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuba,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuba,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuba,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuvajt,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuvajt,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuvajt,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuvajt,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuvajt,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuvajt,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kuvajt,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kypr,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kypr,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kypr,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kypr,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kypr,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kypr,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kypr,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kyrgyzstán,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kyrgyzstán,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kyrgyzstán,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kyrgyzstán,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kyrgyzstán,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kyrgyzstán,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kyrgyzstán,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Laoská lidově demokratická republika,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Laoská lidově demokratická republika,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Laoská lidově demokratická republika,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Laoská lidově demokratická republika,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Laoská lidově demokratická republika,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Laoská lidově demokratická republika,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Laoská lidově demokratická republika,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lesotho,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lesotho,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lesotho,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lesotho,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lesotho,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lesotho,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lesotho,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libanon,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libanon,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libanon,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libanon,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libanon,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libanon,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libanon,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libérie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libérie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libérie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libérie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libérie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libérie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libérie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libye,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libye,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libye,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libye,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libye,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libye,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Libye,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lichtenštejnsko,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Litva,"Vývoz (v mil. Kč, FOB)",1192.452606
Česko,prosinec 2024,Běžné ceny,Bez očištění,Litva,"Dovoz (v mil. Kč, CIF)",654.856317
Česko,prosinec 2024,Běžné ceny,Bez očištění,Litva,Bilance (v mil. Kč),537.596289
Česko,prosinec 2024,Běžné ceny,Bez očištění,Litva,Obrat zboží (v mil. Kč),1847.308923
Česko,prosinec 2024,Běžné ceny,Bez očištění,Litva,Vývoz (meziroční index),112.7113734874
Česko,prosinec 2024,Běžné ceny,Bez očištění,Litva,Dovoz (meziroční index),96.545181158
Česko,prosinec 2024,Běžné ceny,Bez očištění,Litva,Obrat zboží (meziroční index),106.3958641851
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lotyšsko,"Vývoz (v mil. Kč, FOB)",483.397097
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lotyšsko,"Dovoz (v mil. Kč, CIF)",206.720547
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lotyšsko,Bilance (v mil. Kč),276.67655
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lotyšsko,Obrat zboží (v mil. Kč),690.117644
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lotyšsko,Vývoz (meziroční index),60.1237609904
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lotyšsko,Dovoz (meziroční index),110.7355952426
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lotyšsko,Obrat zboží (meziroční index),69.6608062528
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lucembursko,"Vývoz (v mil. Kč, FOB)",660.478942
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lucembursko,"Dovoz (v mil. Kč, CIF)",382.513476
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lucembursko,Bilance (v mil. Kč),277.965466
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lucembursko,Obrat zboží (v mil. Kč),1042.992418
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lucembursko,Vývoz (meziroční index),95.7760754437
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lucembursko,Dovoz (meziroční index),121.3972558484
Česko,prosinec 2024,Běžné ceny,Bez očištění,Lucembursko,Obrat zboží (meziroční index),103.8113494276
Česko,prosinec 2024,Běžné ceny,Bez očištění,Macao,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Macao,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Macao,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Macao,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Macao,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Macao,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Macao,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Madagaskar,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Madagaskar,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Madagaskar,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Madagaskar,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Madagaskar,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Madagaskar,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Madagaskar,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maďarsko,"Vývoz (v mil. Kč, FOB)",9314.880137
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maďarsko,"Dovoz (v mil. Kč, CIF)",6468.45427
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maďarsko,Bilance (v mil. Kč),2846.425867
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maďarsko,Obrat zboží (v mil. Kč),15783.334407
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maďarsko,Vývoz (meziroční index),95.318096701
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maďarsko,Dovoz (meziroční index),92.1712971785
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maďarsko,Obrat zboží (meziroční index),94.0028233296
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malajsie,"Vývoz (v mil. Kč, FOB)",494.915058
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malajsie,"Dovoz (v mil. Kč, CIF)",2808.698311
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malajsie,Bilance (v mil. Kč),-2313.783253
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malajsie,Obrat zboží (v mil. Kč),3303.613369
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malajsie,Vývoz (meziroční index),167.7123432817
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malajsie,Dovoz (meziroční index),112.9388800249
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malajsie,Obrat zboží (meziroční index),118.7488802681
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malawi,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malawi,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malawi,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malawi,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malawi,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malawi,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malawi,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maledivy,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maledivy,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maledivy,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maledivy,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maledivy,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maledivy,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maledivy,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mali,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mali,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mali,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mali,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mali,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mali,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mali,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malta,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malta,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malta,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malta,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malta,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malta,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Malta,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maroko,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maroko,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maroko,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maroko,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maroko,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maroko,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Maroko,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Marshallovy ostrovy,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauricius,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauricius,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauricius,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauricius,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauricius,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauricius,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauricius,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauritánie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauritánie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauritánie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauritánie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauritánie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauritánie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mauritánie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Melilla,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Melilla,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Melilla,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Melilla,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Melilla,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Melilla,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Melilla,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Menší odlehlé ostrovy USA,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mexiko,"Vývoz (v mil. Kč, FOB)",1875.408208
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mexiko,"Dovoz (v mil. Kč, CIF)",1365.850264
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mexiko,Bilance (v mil. Kč),509.557944
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mexiko,Obrat zboží (v mil. Kč),3241.258472
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mexiko,Vývoz (meziroční index),130.3294776904
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mexiko,Dovoz (meziroční index),121.3543451855
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mexiko,Obrat zboží (meziroční index),126.3904483275
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Mnohonárodní stát Bolívie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Moldavská republika,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Moldavská republika,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Moldavská republika,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Moldavská republika,Obrat zboží (v mil. Kč),
