ČR a kraje;Ukazatel;Pohlaví;Klasifikace zaměstnání (CZISCO);Čtvrtletí;value
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2018;67.9545851
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2018;67.1179048
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2018;62.5288243
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2017;62.8037419
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2017;70.882338
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2017;72.2289266
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2017;69.2138391
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2016;75.4088913
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2016;72.6671775
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2016;71.213087
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2016;60.0958504600001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2015;60.2532965100001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2015;64.2664393200001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2015;64.4246567500001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2015;59.0121028600001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2014;62.4664659500001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2014;62.6207724600001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2014;59.3711893100001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2014;55.2921485200001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2013;63.6881850500001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2013;64.2426415200001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2013;68.5551944800001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2013;61.1899995300001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2012;68.1075037600001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2012;68.4270091200001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2012;67.0367688200001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2012;63.5043819600001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2011;67.2187514800001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2011;66.7386217000001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2011;67.3580656062001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2011;64.7773418732001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2010;68.6253191120001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2010;69.4428611817001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2010;67.9585049350001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2010;61.1646702904001
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2024;824.3137099
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2024;819.50697241
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2024;814.1351663
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2024;821.4024294
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2023;809.454156138
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2023;806.871061316
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2023;797.594702699
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2023;795.63587746
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2022;809.19903103
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2022;805.77693301
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2022;800.4685702
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2022;790.0680159
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2021;791.0990161
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2021;810.5987128
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2021;785.5703154
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2021;803.3397619
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2020;825.1016455
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2020;835.9998656
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2020;843.058932
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2020;838.9588648
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2019;846.9593649
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2019;840.7377733
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2019;858.8219643
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2019;851.0205144
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2018;874.4757278
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2018;862.8224161
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2018;865.5982064
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2018;856.4639392
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2017;871.391099
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2017;870.3094311
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2017;866.7341149
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2017;851.4719209
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2016;869.0117744
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2016;871.4233418
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2016;867.7672989
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2016;865.42059848
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2015;881.03576494
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2015;855.92617726
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2015;868.17124659
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2015;859.8539344
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2014;870.43158101
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2014;879.60857033
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2014;881.371050810001
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2014;861.41354845
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2013;867.4146817
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2013;849.70184972
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2013;851.96479831
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2013;834.8806223
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2012;849.80481011
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2012;856.11840167
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2012;870.90624357
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2012;847.41856936
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2011;865.1387501
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2011;873.9587497
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2011;877.913860726601
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2011;852.9489212178
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2010;853.747145124201
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2010;858.1501396599
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2010;853.0507591092
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2010;831.6104206498
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Řemeslníci a opraváři;4. čtvrtletí 1994;
